Date,Shell,Philips,Heineken,TomTom,Aegon,ING,Apple,Micro,SP500,AEX
2010-01-04,21.58,21.5,33.81,6.6,4.809,7.27,7.64,30.95,1132.99,343.03
2010-01-05,21.73,21.45,33.1,6.92,4.798,7.41,7.66,30.96,1136.52,342.02
2010-01-06,21.57,21.12,33.37,6.9,4.781,7.42,7.53,30.77,1137.14,341.48
2010-01-07,21.5,21.0,32.9,7.03,4.878,7.6,7.52,30.45,1141.69,340.55
2010-01-08,21.38,21.03,32.92,7.06,5.029,7.77,7.57,30.66,1144.98,341.94
2010-01-11,21.45,21.23,34.0,7.0,4.951,7.58,7.5,30.27,1146.98,340.52
2010-01-12,21.17,20.86,34.19,7.08,4.949,7.45,7.42,30.07,1136.22,336.77
2010-01-13,21.02,21.06,34.52,7.1,4.916,7.51,7.52,30.35,1145.68,338.18
2010-01-14,21.0,21.35,35.15,6.98,4.928,7.57,7.48,30.96,1148.46,340.61
2010-01-15,20.95,21.17,36.09,6.95,4.825,7.38,7.35,30.86,1136.03,337.99
2010-01-18,21.09,21.48,36.03,6.75,4.807,7.48,,,,339.03
2010-01-19,21.39,21.14,35.91,6.64,4.812,7.4,7.68,31.1,1150.23,341.61
2010-01-20,21.29,20.7,35.6,6.6,4.64,7.08,7.56,30.59,1138.04,336.3
2010-01-21,21.02,20.75,35.3,5.9,4.409,6.9,7.43,30.01,1116.48,332.17
2010-01-22,20.67,20.34,35.78,6.0,4.417,6.87,7.06,28.96,1091.76,329.48
2010-01-25,20.57,21.36,35.13,5.85,4.376,6.84,7.25,29.32,1096.78,328.51
2010-01-26,20.7,22.03,34.91,6.0,4.408,6.81,7.35,29.5,1092.17,329.65
2010-01-27,20.46,22.32,35.06,6.0,4.352,6.72,7.42,29.67,1097.5,327.26
2010-01-28,20.09,21.8,35.3,5.78,4.3,6.64,7.12,29.16,1084.53,323.95
2010-01-29,20.2,21.9,35.67,5.9,4.386,6.86,6.86,28.18,1073.87,327.9
2010-02-01,20.27,22.26,35.9,6.03,4.512,7.09,6.95,28.41,1089.19,331.31
2010-02-02,20.45,22.25,35.91,6.05,4.625,7.26,6.99,28.46,1103.32,334.04
2010-02-03,20.39,22.3,35.51,5.94,4.6,7.28,7.12,28.63,1097.28,333.03
2010-02-04,19.95,21.59,34.9,5.5,4.365,6.66,6.86,27.84,1063.11,323.23
2010-02-05,19.77,20.98,34.0,5.3,4.137,6.27,6.98,28.02,1066.19,315.04
2010-02-08,20.0,21.08,34.28,5.25,4.139,6.14,6.93,27.72,1056.74,316.5
2010-02-09,19.95,21.05,34.16,5.31,4.257,6.33,7.01,28.01,1070.52,317.06
2010-02-10,19.64,21.16,34.37,5.44,4.385,6.53,6.97,27.99,1068.13,316.1
2010-02-11,20.09,21.33,34.8,5.35,4.344,6.35,7.1,28.12,1078.47,316.8
2010-02-12,19.9,21.22,34.49,5.22,4.319,6.32,7.16,27.93,1075.51,315.74
2010-02-15,19.95,20.98,34.24,5.23,4.358,6.45,,,,315.86
2010-02-16,20.18,21.09,34.4,5.22,4.403,6.45,7.26,28.35,1094.87,318.84
2010-02-17,20.3,21.88,34.77,5.43,4.48,6.81,7.23,28.59,1099.51,323.13
2010-02-18,20.44,22.22,35.05,5.73,4.501,6.89,7.25,28.97,1106.75,324.3
2010-02-19,20.49,22.07,35.13,5.55,4.462,6.84,7.2,28.77,1109.17,325.6
2010-02-22,20.4,22.3,35.03,5.71,4.451,6.92,7.16,28.73,1108.01,325.12
2010-02-23,20.25,21.77,36.12,5.9,4.362,6.6,7.04,28.33,1094.6,320.99
2010-02-24,20.35,21.7,35.78,6.02,4.401,6.76,7.17,28.63,1105.24,320.92
2010-02-25,19.92,21.29,35.55,5.69,4.426,6.36,7.21,28.6,1102.94,314.85
2010-02-26,20.02,21.47,36.07,5.74,4.63,6.57,7.31,28.67,1104.49,317.74
2010-03-01,20.43,22.26,37.06,5.78,4.717,6.95,7.46,29.02,1115.71,324.37
2010-03-02,20.56,22.41,37.41,5.8,4.799,6.94,7.46,28.46,1118.31,328.24
2010-03-03,20.66,22.65,37.51,5.86,4.768,7.1,7.48,28.46,1118.79,331.86
2010-03-04,20.69,22.45,37.73,5.73,4.71,7.14,7.53,28.63,1122.97,332.45
2010-03-05,20.89,23.34,38.03,5.79,4.89,7.43,7.82,28.59,1138.7,338.68
2010-03-08,20.91,23.2,38.01,5.84,4.801,7.3,7.82,28.63,1138.5,338.17
2010-03-09,21.0,23.3,38.15,5.77,4.841,7.31,7.96,28.8,1140.45,339.09
2010-03-10,21.19,23.98,37.94,6.03,4.918,7.37,8.03,28.97,1145.61,340.97
2010-03-11,21.2,23.75,37.85,6.42,4.895,7.36,8.05,29.18,1150.24,339.02
2010-03-12,21.23,24.14,37.89,6.39,4.904,7.32,8.09,29.27,1149.99,339.57
2010-03-15,21.07,23.8,37.64,6.22,4.776,7.13,7.99,29.29,1150.51,335.11
2010-03-16,21.43,23.99,37.91,6.27,4.85,7.29,8.02,29.37,1159.46,339.26
2010-03-17,21.87,24.39,38.23,6.27,4.92,7.46,8.0,29.63,1166.21,343.06
2010-03-18,21.89,24.31,38.06,6.2,4.843,7.35,8.02,29.61,1165.83,341.95
2010-03-19,21.59,24.35,37.99,6.12,4.82,7.21,7.94,29.59,1159.9,338.65
2010-03-22,21.53,24.3,38.44,6.12,4.815,7.13,8.03,29.6,1165.81,338.13
2010-03-23,21.62,24.61,38.55,6.11,4.979,7.29,8.16,29.88,1174.17,341.51
2010-03-24,21.65,24.57,38.37,6.13,4.964,7.26,8.19,29.65,1167.72,341.74
2010-03-25,21.55,25.28,38.55,6.41,5.033,7.44,8.09,30.01,1165.73,345.61
2010-03-26,21.41,24.86,38.34,6.41,5.072,7.41,8.25,29.66,1166.59,343.81
2010-03-29,21.32,23.99,37.95,6.4,5.099,7.42,8.3,29.59,1173.22,343.96
2010-03-30,21.42,23.73,38.06,6.32,5.058,7.37,8.42,29.77,1173.27,343.6
2010-03-31,21.41,23.74,38.05,6.26,5.07,7.39,8.39,29.29,1169.43,344.22
2010-04-01,21.75,24.21,37.98,6.27,5.15,7.73,8.43,29.16,1178.1,351.44
2010-04-05,,,,,,,8.52,29.27,1187.44,
2010-04-06,22.18,24.48,38.09,6.28,5.25,7.88,8.55,29.32,1189.44,355.61
2010-04-07,22.08,24.35,38.05,6.19,5.271,7.67,8.59,29.35,1182.45,353.89
2010-04-08,22.05,24.1,37.73,6.15,5.208,7.49,8.57,29.92,1186.44,350.89
2010-04-09,22.43,24.53,37.9,6.19,5.308,7.61,8.64,30.34,1194.37,355.89
2010-04-12,22.37,24.68,37.77,6.26,5.35,7.59,8.65,30.32,1196.48,355.34
2010-04-13,22.29,24.67,36.89,6.3,5.273,7.64,8.66,30.45,1197.3,354.43
2010-04-14,22.61,24.73,37.11,6.32,5.368,7.74,8.77,30.82,1210.65,356.67
2010-04-15,22.75,24.58,36.8,6.31,5.41,7.8,8.89,30.87,1211.67,355.57
2010-04-16,22.5,24.09,36.68,6.25,5.363,7.51,8.84,30.67,1192.13,349.75
2010-04-19,22.54,24.9,36.48,6.14,5.293,7.37,8.82,31.04,1197.52,348.57
2010-04-20,22.93,26.07,37.26,6.28,5.379,7.62,8.74,31.36,1207.17,354.86
2010-04-21,22.97,25.89,36.89,6.25,5.295,7.42,9.26,31.33,1205.94,353.66
2010-04-22,22.82,25.88,36.66,6.01,5.19,7.28,9.52,31.39,1208.67,351.31
2010-04-23,22.91,26.35,36.7,5.99,5.301,7.21,9.67,30.96,1217.28,353.38
2010-04-26,23.06,26.94,36.54,6.57,5.29,7.42,9.62,31.11,1212.05,357.43
2010-04-27,23.18,25.92,36.21,6.11,5.191,6.99,9.36,30.84,1183.71,349.12
2010-04-28,23.55,25.44,35.39,5.9,5.097,6.71,9.34,30.91,1191.36,344.55
2010-04-29,23.45,26.07,35.52,6.13,5.275,6.78,9.59,31.0,1206.78,348.46
2010-04-30,23.57,25.43,35.18,6.1,5.325,6.74,9.32,30.54,1186.69,345.91
2010-05-03,23.5,25.48,35.5,6.02,5.306,6.88,9.51,30.86,1202.26,346.94
2010-05-04,22.89,24.55,34.68,5.61,5.085,6.39,9.24,30.13,1173.6,335.86
2010-05-05,22.42,24.2,34.55,5.62,5.016,6.4,9.14,29.85,1165.87,330.78
2010-05-06,22.02,24.07,34.36,5.34,4.867,5.94,8.79,28.98,1128.15,326.19
2010-05-07,21.26,22.99,33.62,5.07,4.624,5.51,8.42,28.21,1110.88,312.35
2010-05-10,22.04,25.23,34.74,5.41,5.274,6.87,9.07,28.94,1159.73,335.24
2010-05-11,22.14,25.29,34.84,5.48,5.202,6.74,9.16,28.88,1155.79,333.48
2010-05-12,22.07,25.91,34.34,5.48,5.108,7.03,9.36,29.44,1171.67,336.9
2010-05-13,22.11,25.68,34.78,5.49,5.081,7.06,9.23,29.24,1157.44,337.8
2010-05-14,21.75,24.82,34.16,5.24,4.885,6.74,9.06,28.93,1135.68,327.24
2010-05-17,21.72,24.96,34.0,5.25,4.878,6.72,9.08,28.94,1136.94,326.57
2010-05-18,21.89,25.78,34.34,5.31,5.062,6.84,9.01,28.6,1120.8,331.0
2010-05-19,21.36,24.63,34.26,5.17,4.901,6.55,8.87,28.24,1115.05,321.45
2010-05-20,21.34,23.8,33.97,4.98,4.735,6.35,8.49,27.11,1071.59,314.86
2010-05-21,20.87,23.71,33.39,5.12,4.66,6.41,8.65,26.84,1087.69,313.41
2010-05-24,20.78,23.8,33.95,5.1,4.597,6.34,8.81,26.27,1073.65,313.57
2010-05-25,20.7,22.82,33.36,4.96,4.37,5.95,8.76,26.07,1074.03,305.03
2010-05-26,20.8,23.81,33.51,5.06,4.423,6.19,8.72,25.01,1067.95,312.0
2010-05-27,21.35,24.72,34.38,5.24,4.676,6.51,9.05,26.0,1103.06,321.16
2010-05-28,21.34,24.41,34.88,5.23,4.641,6.46,9.17,25.8,1089.41,320.64
2010-05-31,21.19,24.39,35.06,5.26,4.637,6.49,,,,320.7
2010-06-01,21.63,24.38,35.09,5.27,4.622,6.47,9.32,25.89,1070.71,321.21
2010-06-02,21.7,24.18,35.41,5.33,4.628,6.39,9.43,26.46,1098.38,322.56
2010-06-03,22.05,24.86,35.76,5.43,4.73,6.52,9.4,26.86,1102.83,327.03
2010-06-04,21.86,24.28,35.48,5.29,4.465,6.26,9.14,25.79,1064.88,321.22
2010-06-07,21.71,23.98,35.3,5.19,4.442,6.11,8.96,25.29,1050.47,317.54
2010-06-08,21.44,23.78,34.86,5.15,4.393,6.01,8.9,25.11,1062.0,314.83
2010-06-09,21.43,24.39,35.94,5.24,4.444,6.16,8.69,24.79,1055.69,320.63
2010-06-10,21.38,25.06,36.2,5.3,4.509,6.35,8.95,25.0,1086.84,325.42
2010-06-11,21.57,25.03,36.05,5.31,4.543,6.4,9.05,25.66,1091.6,325.56
2010-06-14,21.59,25.79,36.52,5.43,4.75,6.62,9.08,25.5,1089.63,331.45
2010-06-15,21.64,26.13,36.44,5.35,4.887,6.74,9.27,26.58,1115.23,333.82
2010-06-16,21.99,26.21,36.37,5.34,5.016,6.8,9.54,26.32,1114.61,334.76
2010-06-17,22.02,26.07,36.42,5.27,4.969,6.89,9.71,26.37,1116.04,335.26
2010-06-18,21.96,26.3,36.42,5.24,4.95,6.88,9.79,26.44,1117.51,336.06
2010-06-21,22.25,26.71,36.7,5.3,5.101,6.98,9.65,25.95,1113.2,341.04
2010-06-22,22.27,26.05,36.97,5.24,4.96,6.91,9.78,25.77,1095.31,339.8
2010-06-23,22.02,25.71,36.6,5.15,4.835,6.75,9.68,25.31,1092.04,335.11
2010-06-24,21.59,25.2,36.24,5.03,4.734,6.59,9.61,25.0,1073.69,329.22
2010-06-25,21.35,25.24,36.39,4.86,4.644,6.44,9.52,24.53,1076.76,325.99
2010-06-28,21.64,25.73,36.65,4.95,4.693,6.62,9.58,24.31,1074.57,330.46
2010-06-29,21.11,24.68,35.11,4.57,4.466,6.21,9.15,23.31,1041.24,319.03
2010-06-30,20.75,24.72,34.87,4.5,4.43,6.18,8.98,23.01,1030.71,316.81
2010-07-01,19.75,23.9,34.65,4.33,4.301,5.99,8.87,23.16,1027.37,307.87
2010-07-02,19.91,24.0,34.12,4.33,4.359,6.08,8.82,23.27,1022.58,308.2
2010-07-05,19.76,23.73,33.93,4.33,4.291,5.99,,,,306.27
2010-07-06,20.07,24.63,34.7,4.45,4.398,6.31,8.88,23.82,1028.06,314.43
2010-07-07,20.2,24.7,34.88,4.87,4.441,6.56,9.24,24.3,1060.27,317.56
2010-07-08,20.81,24.74,35.12,4.8,4.581,6.82,9.22,24.41,1070.25,322.62
2010-07-09,21.05,25.03,35.2,4.83,4.6,6.83,9.27,24.27,1077.96,324.42
2010-07-12,21.2,25.34,35.88,4.99,4.597,6.86,9.19,24.83,1078.75,326.56
2010-07-13,21.59,26.05,36.23,5.02,4.647,7.05,8.99,25.13,1095.34,333.76
2010-07-14,21.82,26.23,36.27,5.04,4.655,7.02,9.03,25.44,1095.17,335.03
2010-07-15,21.5,25.62,36.55,4.88,4.499,6.8,8.98,25.51,1096.48,329.76
2010-07-16,21.27,24.9,36.16,4.86,4.381,6.55,8.92,24.89,1064.88,323.99
2010-07-19,21.11,24.0,36.03,4.81,4.34,6.52,8.77,25.23,1071.25,322.0
2010-07-20,21.03,23.48,35.66,4.81,4.302,6.46,9.0,25.48,1083.48,320.46
2010-07-21,21.2,23.89,35.9,4.8,4.335,6.68,9.08,25.12,1069.59,326.36
2010-07-22,21.64,24.64,36.6,4.77,4.47,6.97,9.25,25.84,1093.67,335.2
2010-07-23,21.85,24.66,36.84,4.7,4.499,6.92,9.28,25.81,1102.66,337.14
2010-07-26,21.75,24.71,36.85,4.71,4.545,7.18,9.26,26.1,1115.01,337.82
2010-07-27,21.79,24.25,36.55,4.76,4.683,7.58,9.43,26.16,1113.84,338.08
2010-07-28,21.46,23.73,35.68,4.78,4.692,7.55,9.32,25.95,1106.13,335.03
2010-07-29,21.34,23.45,34.98,4.72,4.684,7.65,9.22,26.03,1101.53,332.13
2010-07-30,21.13,23.91,34.73,4.62,4.616,7.38,9.19,25.81,1101.6,330.64
2010-08-02,21.95,24.49,35.45,4.68,4.753,7.81,9.35,26.33,1125.86,339.66
2010-08-03,22.11,24.09,35.91,4.89,4.801,7.75,9.35,26.16,1120.46,339.0
2010-08-04,21.95,23.93,35.88,4.91,4.827,7.71,9.39,25.73,1127.24,339.2
2010-08-05,21.78,23.82,35.15,4.95,4.755,7.74,9.35,25.37,1125.81,336.57
2010-08-06,21.59,23.34,33.92,4.84,4.684,7.58,9.29,25.55,1121.64,331.19
2010-08-09,21.95,24.05,34.42,4.86,4.749,7.75,9.35,25.61,1127.79,335.89
2010-08-10,21.89,23.77,34.38,4.74,4.627,7.56,9.26,25.07,1121.06,333.14
2010-08-11,21.64,22.6,33.87,4.53,4.528,7.4,8.94,24.86,1089.47,324.99
2010-08-12,21.61,23.0,34.65,4.46,4.369,7.22,8.99,24.49,1083.61,324.12
2010-08-13,21.7,22.61,34.88,4.46,4.33,7.3,8.9,24.4,1079.25,323.92
2010-08-16,21.62,22.66,34.63,4.45,4.322,7.2,8.84,24.5,1079.38,323.14
2010-08-17,21.8,23.29,34.7,4.51,4.614,7.39,9.0,24.71,1092.54,328.45
2010-08-18,21.69,23.19,34.92,4.54,4.577,7.35,9.04,24.82,1094.16,327.67
2010-08-19,21.16,22.7,34.87,4.42,4.471,7.15,8.92,24.44,1075.63,322.37
2010-08-20,21.08,21.93,34.62,4.32,4.326,7.06,8.92,24.23,1071.69,318.02
2010-08-23,21.29,21.66,34.39,4.37,4.316,7.1,8.78,24.28,1067.36,318.54
2010-08-24,20.98,21.32,34.76,4.2,4.204,6.86,8.57,24.04,1051.87,313.39
2010-08-25,20.84,21.91,35.2,4.16,4.098,6.77,8.67,24.1,1055.33,311.72
2010-08-26,20.94,22.0,34.99,4.24,4.106,6.91,8.58,23.82,1047.22,314.22
2010-08-27,21.15,22.09,35.37,4.25,4.142,7.0,8.63,23.93,1064.59,317.04
2010-08-30,21.03,21.86,35.25,4.14,4.082,6.96,8.66,23.64,1048.92,315.55
2010-08-31,20.98,22.11,35.34,4.22,4.038,7.02,8.68,23.46,1049.33,316.47
2010-09-01,21.46,23.27,36.22,4.4,4.256,7.39,8.94,23.9,1080.29,325.52
2010-09-02,21.45,23.36,35.45,4.54,4.314,7.43,9.01,23.94,1090.1,326.57
2010-09-03,21.76,23.66,35.83,4.57,4.355,7.57,9.24,24.29,1104.51,329.35
2010-09-06,21.86,23.64,36.1,4.59,4.387,7.6,,,,330.53
2010-09-07,21.73,23.5,35.79,4.57,4.302,7.39,9.21,23.96,1091.84,327.76
2010-09-08,22.1,23.5,36.88,4.66,4.34,7.45,9.39,23.93,1098.87,331.43
2010-09-09,22.16,23.73,37.06,4.62,4.347,7.66,9.4,24.01,1104.18,334.59
2010-09-10,22.27,23.7,37.17,4.68,4.37,7.71,9.41,23.85,1109.55,334.96
2010-09-13,22.34,24.08,37.51,4.68,4.452,7.82,9.54,25.11,1121.9,337.27
2010-09-14,22.3,23.15,37.61,4.66,4.402,7.82,9.57,25.03,1121.1,336.73
2010-09-15,22.35,23.01,37.45,4.62,4.422,7.86,9.65,25.11,1125.07,335.86
2010-09-16,22.45,23.07,37.2,4.54,4.354,7.7,9.88,25.33,1124.66,334.67
2010-09-17,22.35,22.93,37.11,4.55,4.41,7.67,9.83,25.22,1125.59,334.54
2010-09-20,22.67,23.35,37.69,4.55,4.491,7.87,10.12,25.43,1142.71,339.81
2010-09-21,22.49,23.47,37.38,4.52,4.61,7.78,10.13,25.15,1139.78,338.94
2010-09-22,22.07,22.89,37.17,4.5,4.514,7.64,10.28,24.61,1134.28,334.35
2010-09-23,22.32,22.39,37.33,4.48,4.479,7.54,10.32,24.43,1124.83,332.82
2010-09-24,22.39,23.26,37.51,4.55,4.539,7.89,10.44,24.77,1148.67,337.85
2010-09-27,22.46,22.86,37.45,4.54,4.491,7.81,10.4,24.73,1142.16,337.17
2010-09-28,22.3,23.16,37.55,4.55,4.483,7.8,10.24,24.68,1147.7,338.17
2010-09-29,22.16,23.07,37.69,4.53,4.463,7.71,10.26,24.5,1144.73,335.85
2010-09-30,22.19,23.05,38.04,5.09,4.395,7.61,10.13,24.49,1141.2,334.39
2010-10-01,22.36,22.87,37.48,5.04,4.391,7.64,10.09,24.38,1146.24,333.78
2010-10-04,22.17,22.63,37.24,5.3,4.361,7.44,9.95,23.91,1137.03,330.4
2010-10-05,22.34,22.95,37.33,5.58,4.427,7.7,10.32,24.35,1160.75,335.03
2010-10-06,22.55,23.25,37.45,5.66,4.468,7.76,10.33,24.43,1159.97,336.97
2010-10-07,22.54,23.21,37.49,5.5,4.47,7.85,10.33,24.53,1158.06,337.67
2010-10-08,22.48,23.02,37.55,6.03,4.488,7.79,10.5,24.57,1165.15,336.53
2010-10-11,22.6,23.24,37.73,6.02,4.531,7.82,10.55,24.59,1165.32,337.04
2010-10-12,22.38,23.11,37.77,5.91,4.485,7.68,10.66,24.83,1169.77,335.09
2010-10-13,22.7,24.18,38.03,6.01,4.562,7.94,10.72,25.34,1178.1,341.72
2010-10-14,22.59,24.13,38.22,6.04,4.542,8.01,10.8,25.23,1173.81,341.33
2010-10-15,22.64,23.88,38.3,6.09,4.532,7.99,11.24,25.54,1176.19,341.45
2010-10-18,22.82,22.88,38.29,6.11,4.602,8.0,11.36,25.82,1184.71,341.72
2010-10-19,22.61,22.54,38.41,6.07,4.594,7.85,11.05,25.1,1165.9,339.15
2010-10-20,22.57,22.47,37.81,6.23,4.637,7.84,11.09,25.31,1178.17,339.71
2010-10-21,22.5,22.96,38.05,6.18,4.647,8.01,11.05,25.42,1180.26,341.92
2010-10-22,22.55,22.72,37.98,6.39,4.638,8.0,10.98,25.38,1183.08,341.07
2010-10-25,22.58,22.84,38.25,6.43,4.63,8.12,11.03,25.19,1185.62,342.53
2010-10-26,22.81,22.66,38.02,6.48,4.592,7.95,11.0,25.9,1185.64,340.76
2010-10-27,22.66,22.19,36.37,6.4,4.548,7.86,10.99,26.05,1182.45,337.99
2010-10-28,22.77,22.25,36.34,6.34,4.607,7.87,10.9,26.28,1183.78,338.1
2010-10-29,23.3,21.73,36.42,6.3,4.554,7.67,10.75,26.66,1183.26,337.23
2010-11-01,23.61,21.86,36.72,6.18,4.543,7.8,10.86,26.95,1184.38,339.35
2010-11-02,24.02,22.2,36.95,6.12,4.58,7.91,11.05,27.39,1193.57,342.02
2010-11-03,23.64,22.02,36.48,6.08,4.531,7.69,11.17,27.03,1197.96,339.05
2010-11-04,23.88,22.55,36.87,6.09,4.661,7.86,11.37,27.14,1221.06,345.15
2010-11-05,24.03,22.67,36.67,6.08,4.63,7.92,11.33,26.85,1225.85,346.9
2010-11-08,23.89,22.71,36.64,6.06,4.638,7.89,11.38,26.81,1223.25,346.69
2010-11-09,23.89,22.8,35.99,6.15,4.692,7.97,11.29,26.95,1213.4,347.74
2010-11-10,23.86,22.54,35.52,6.14,4.609,8.16,11.36,26.94,1218.71,346.09
2010-11-11,24.13,22.32,35.42,6.53,4.636,7.94,11.31,26.68,1213.54,344.83
2010-11-12,24.07,22.32,35.87,6.56,4.64,7.89,11.0,26.27,1199.21,343.2
2010-11-15,24.19,22.46,36.02,6.94,4.692,7.93,10.97,26.2,1197.75,345.53
2010-11-16,23.57,22.09,36.05,6.62,4.602,7.76,10.77,25.81,1178.34,339.21
2010-11-17,23.79,22.24,36.35,6.82,4.659,7.85,10.73,25.57,1178.59,341.5
2010-11-18,24.03,23.11,36.73,7.03,4.722,8.01,11.02,25.84,1196.69,346.27
2010-11-19,23.75,22.9,36.51,7.07,4.679,7.94,10.95,25.69,1199.73,344.58
2010-11-22,23.48,22.95,36.38,7.11,4.613,7.77,11.19,25.73,1197.84,342.42
2010-11-23,23.18,22.21,35.94,6.89,4.423,7.32,11.03,25.12,1180.73,334.82
2010-11-24,23.48,22.47,36.31,7.34,4.404,7.39,11.24,25.37,1198.35,337.2
2010-11-25,23.5,22.32,36.52,7.38,4.493,7.43,,,,338.77
2010-11-26,23.48,22.04,36.24,7.33,4.401,7.23,11.28,25.33,1189.4,336.26
2010-11-29,23.14,21.18,35.5,7.23,4.315,7.0,11.32,25.31,1187.76,329.67
2010-11-30,23.2,20.79,35.69,7.09,4.233,6.8,11.11,25.26,1180.55,327.41
2010-12-01,23.68,21.48,35.98,7.22,4.421,7.21,11.3,26.04,1206.07,335.8
2010-12-02,23.8,22.23,36.09,7.27,4.475,7.47,11.36,26.89,1221.53,341.45
2010-12-03,23.75,22.54,35.48,7.28,4.48,7.45,11.34,27.02,1224.71,342.19
2010-12-06,23.91,22.25,35.65,7.26,4.456,7.38,11.43,26.84,1223.12,342.34
2010-12-07,24.2,22.41,35.66,7.34,4.472,7.42,11.36,26.87,1223.75,346.21
2010-12-08,24.27,22.12,35.75,7.27,4.503,7.52,11.46,27.23,1228.28,346.72
2010-12-09,24.24,22.32,35.48,7.34,4.64,7.7,11.42,27.08,1233.0,349.38
2010-12-10,24.46,22.58,35.59,7.88,4.583,7.74,11.45,27.34,1240.4,350.21
2010-12-13,24.44,22.66,35.31,7.84,4.618,7.75,11.49,27.25,1240.46,351.3
2010-12-14,24.59,22.61,35.2,7.77,4.66,7.73,11.44,27.62,1241.59,351.82
2010-12-15,24.41,22.56,35.23,7.8,4.644,7.57,11.44,27.85,1235.23,350.79
2010-12-16,24.41,22.55,35.76,7.69,4.6,7.48,11.47,27.99,1242.87,351.88
2010-12-17,24.38,22.46,36.09,7.67,4.538,7.37,11.45,27.9,1243.91,352.05
2010-12-20,24.45,22.55,36.38,7.71,4.532,7.32,11.51,27.81,1247.08,353.15
2010-12-21,24.77,22.7,36.88,7.87,4.624,7.41,11.58,28.07,1254.6,356.14
2010-12-22,24.89,22.9,37.03,7.86,4.641,7.34,11.61,28.19,1258.84,356.17
2010-12-23,24.98,22.84,37.31,7.47,4.622,7.3,11.56,28.3,1256.77,356.21
2010-12-24,24.98,22.8,37.26,7.82,4.608,7.28,,,,355.92
2010-12-27,25.02,22.84,37.22,7.8,4.605,7.2,11.6,28.07,1257.54,355.57
2010-12-28,25.18,22.98,37.32,7.68,4.638,7.2,11.62,28.01,1258.51,356.69
2010-12-29,25.23,23.08,37.23,7.62,4.634,7.29,11.62,27.97,1259.78,358.32
2010-12-30,24.99,22.96,37.25,7.73,4.613,7.26,11.56,27.85,1257.88,356.36
2010-12-31,24.73,22.92,36.69,7.89,4.576,7.28,11.52,27.91,1257.64,354.57
2011-01-03,25.2,23.58,37.22,7.93,4.626,7.4,11.77,27.98,1271.87,359.86
2011-01-04,25.3,23.34,36.8,7.82,4.692,7.54,11.83,28.09,1270.2,358.86
2011-01-05,25.29,23.3,36.78,7.82,4.805,7.47,11.93,28.0,1276.56,357.28
2011-01-06,25.16,23.05,36.98,7.75,4.865,7.58,11.92,28.82,1273.85,356.89
2011-01-07,25.32,23.93,36.78,7.69,4.922,7.43,12.0,28.6,1271.5,356.44
2011-01-10,25.66,23.8,36.45,7.46,4.85,7.22,12.23,28.22,1269.75,354.21
2011-01-11,25.7,24.4,36.75,7.69,4.967,7.35,12.2,28.11,1274.48,358.3
2011-01-12,25.71,24.45,37.24,7.65,5.068,7.62,12.3,28.55,1285.96,362.41
2011-01-13,25.32,24.77,37.22,7.55,5.155,7.79,12.35,28.19,1283.76,360.79
2011-01-14,25.23,24.82,36.87,7.5,5.205,7.81,12.45,28.3,1293.24,361.32
2011-01-17,25.18,24.9,37.13,7.36,5.279,7.79,,,,361.08
2011-01-18,25.5,25.34,37.52,7.49,5.347,7.93,12.17,28.66,1295.02,363.73
2011-01-19,25.33,24.5,37.0,7.28,5.29,7.71,12.1,28.47,1281.92,357.96
2011-01-20,25.02,24.54,37.16,7.16,5.326,7.82,11.88,28.35,1280.26,356.14
2011-01-21,25.27,24.57,37.02,7.22,5.335,8.07,11.67,28.02,1283.35,361.05
2011-01-24,25.39,23.23,37.45,7.21,5.372,8.22,12.05,28.38,1290.84,360.99
2011-01-25,25.16,23.34,37.22,7.15,5.322,8.07,12.19,28.45,1291.18,358.76
2011-01-26,25.39,23.17,37.39,7.27,5.346,8.08,12.28,28.78,1296.63,362.05
2011-01-27,25.73,23.25,36.99,7.29,5.488,8.43,12.26,28.87,1299.54,364.33
2011-01-28,25.64,23.02,36.76,7.22,5.545,8.3,12.0,27.75,1276.34,361.16
2011-01-31,25.77,22.77,36.77,7.21,5.41,8.32,12.12,27.73,1286.12,360.75
2011-02-01,26.48,22.7,37.53,7.26,5.625,8.59,12.32,27.99,1307.59,367.11
2011-02-02,26.59,22.49,37.27,7.18,5.579,8.61,12.3,27.94,1304.03,367.39
2011-02-03,26.0,22.57,37.32,7.23,5.51,8.64,12.27,27.65,1307.1,364.89
2011-02-04,25.52,22.63,37.23,7.24,5.585,8.84,12.37,27.77,1310.87,365.51
2011-02-07,25.82,23.02,37.62,7.59,5.579,8.99,12.57,28.2,1319.05,369.85
2011-02-08,25.69,23.23,37.09,7.53,5.66,9.2,12.69,28.28,1324.57,371.11
2011-02-09,25.22,23.25,36.88,7.66,5.629,9.07,12.79,27.97,1320.88,369.18
2011-02-10,25.38,23.4,36.44,7.62,5.563,9.04,12.66,27.5,1321.87,370.61
2011-02-11,25.18,23.44,36.45,7.62,5.559,8.93,12.74,27.25,1329.15,369.65
2011-02-14,25.12,23.38,36.3,7.76,5.499,9.01,12.83,27.23,1332.32,370.17
2011-02-15,25.38,23.36,36.89,7.49,5.512,8.98,12.85,26.96,1328.01,370.51
2011-02-16,25.48,23.54,38.04,7.35,5.606,9.0,12.97,27.02,1336.32,371.49
