Date,Shell,Philips,Heineken,TomTom,Aegon,ING,Apple,Micro,SP500,AEX
2012-06-28,26.45,14.96,39.32,3.22,3.468,4.82,20.32,29.91,1329.04,297.22
2012-06-29,26.61,15.57,41.15,3.19,3.644,5.27,20.86,30.59,1362.16,307.31
2012-07-02,26.85,15.73,41.73,3.27,3.67,5.28,21.16,30.56,1365.51,310.27
2012-07-03,27.2,15.52,41.75,3.31,3.743,5.4,21.41,30.76,1374.02,314.34
2012-07-04,27.32,15.72,42.12,3.33,3.668,5.38,,,,314.83
2012-07-05,27.52,15.78,42.07,3.29,3.609,5.24,21.78,30.7,1367.58,312.97
2012-07-06,27.57,15.51,42.31,3.13,3.516,5.07,21.64,30.18,1354.68,309.84
2012-07-09,27.18,15.59,42.21,3.12,3.539,5.06,21.92,30.0,1352.46,308.4
2012-07-10,27.57,15.79,42.01,3.13,3.602,5.1,21.72,29.74,1341.47,312.41
2012-07-11,27.9,15.9,41.82,3.12,3.621,5.22,21.59,29.3,1341.45,312.55
2012-07-12,27.87,16.08,41.64,3.13,3.653,5.28,21.39,28.63,1334.76,311.42
2012-07-13,28.05,16.11,42.12,3.17,3.672,5.29,21.61,29.39,1356.78,314.6
2012-07-16,28.21,16.24,42.16,3.18,3.684,5.35,21.68,29.44,1353.64,315.98
2012-07-17,28.12,16.27,42.17,3.12,3.66,5.28,21.68,29.66,1363.67,315.3
2012-07-18,28.23,16.34,42.5,3.18,3.725,5.36,21.65,30.45,1372.78,319.16
2012-07-19,28.35,16.43,43.02,3.21,3.765,5.37,21.94,30.66,1376.51,322.48
2012-07-20,28.48,16.21,43.35,3.14,3.636,5.19,21.58,30.11,1362.66,319.75
2012-07-23,27.98,17.03,42.33,2.97,3.449,4.8,21.57,29.28,1350.52,312.93
2012-07-24,27.89,17.0,42.67,3.29,3.372,4.7,21.46,29.15,1338.31,311.74
2012-07-25,27.92,17.5,42.67,3.23,3.35,4.78,20.53,28.83,1337.89,313.09
2012-07-26,27.27,17.89,43.8,3.21,3.529,5.05,20.53,29.16,1360.02,320.49
2012-07-27,27.23,17.82,44.21,3.32,3.613,5.19,20.9,29.75,1385.97,323.31
2012-07-30,27.84,17.9,44.73,3.3,3.726,5.41,21.25,29.64,1385.3,328.65
2012-07-31,27.71,17.88,44.05,3.26,3.707,5.38,21.81,29.47,1379.32,326.47
2012-08-01,27.87,18.14,44.84,3.32,3.743,5.31,21.67,29.41,1375.14,327.71
2012-08-02,28.1,18.09,44.45,3.15,3.573,5.04,21.71,29.19,1365.0,322.16
2012-08-03,28.4,18.32,45.98,3.28,3.842,5.38,21.99,29.75,1390.99,330.43
2012-08-06,28.3,18.27,45.48,3.32,3.935,5.58,22.23,29.95,1394.23,330.4
2012-08-07,28.77,18.55,44.38,3.39,4.003,5.75,22.18,30.26,1401.35,334.32
2012-08-08,28.61,18.45,43.7,3.38,4.019,5.68,22.14,30.33,1402.22,332.04
2012-08-09,28.91,18.55,44.14,3.34,4.244,5.82,22.17,30.5,1402.8,334.66
2012-08-10,28.85,18.52,43.98,3.39,4.271,5.84,22.2,30.42,1405.87,333.5
2012-08-13,28.61,18.28,43.98,3.39,4.233,5.82,22.5,30.39,1404.11,331.38
2012-08-14,28.76,18.46,44.08,3.44,4.301,5.81,22.56,30.13,1403.93,332.89
2012-08-15,28.9,18.71,44.13,3.47,4.3,5.75,22.53,30.2,1405.53,333.18
2012-08-16,28.7,18.64,43.8,3.45,4.272,5.83,22.73,30.78,1415.51,333.75
2012-08-17,28.76,18.86,43.14,3.44,4.294,5.91,23.15,30.9,1418.16,335.77
2012-08-20,28.59,18.84,43.84,3.37,4.159,5.81,23.76,30.74,1418.13,333.85
2012-08-21,28.48,18.83,44.5,3.48,4.249,5.97,23.43,30.8,1413.17,335.92
2012-08-22,28.18,18.51,44.0,3.52,4.249,5.89,23.89,30.54,1413.49,332.08
2012-08-23,28.05,18.46,44.78,3.6,4.198,5.82,23.67,30.25,1402.08,330.06
2012-08-24,28.16,18.21,44.59,3.46,4.103,5.74,23.69,30.56,1411.13,329.64
2012-08-27,28.14,18.47,44.92,3.56,4.169,5.84,24.13,30.69,1410.44,332.35
2012-08-28,28.11,18.43,44.76,3.49,4.151,5.78,24.1,30.63,1409.3,329.23
2012-08-29,28.0,18.5,44.98,3.55,4.122,5.76,24.05,30.65,1410.49,330.15
2012-08-30,27.92,18.09,44.22,3.42,3.996,5.91,23.71,30.32,1399.48,327.54
2012-08-31,27.81,18.28,44.08,3.49,4.083,6.08,23.76,30.82,1406.58,329.28
2012-09-03,28.07,18.45,44.88,3.59,4.1,6.11,,,,331.89
2012-09-04,27.7,18.27,44.75,3.51,4.067,6.01,24.11,30.39,1404.94,328.66
2012-09-05,27.57,18.39,44.35,3.56,4.107,6.1,23.94,30.39,1403.44,328.83
2012-09-06,28.05,19.03,44.77,3.63,4.28,6.38,24.15,31.34,1432.12,336.43
2012-09-07,27.94,19.49,44.15,3.62,4.318,6.7,24.3,30.95,1437.92,337.57
2012-09-10,27.91,19.03,43.32,3.81,4.258,6.68,23.67,30.72,1429.08,335.5
2012-09-11,27.95,19.0,43.38,3.84,4.332,6.67,23.59,30.79,1433.56,336.11
2012-09-12,27.84,18.77,42.95,3.91,4.389,6.8,23.92,30.78,1436.56,336.1
2012-09-13,28.14,18.7,43.02,3.84,4.348,6.65,24.39,30.93,1459.99,334.6
2012-09-14,27.93,18.98,42.23,3.92,4.492,6.89,24.69,31.21,1465.77,338.28
2012-09-17,27.91,18.89,42.01,3.92,4.495,6.81,24.99,31.21,1461.19,337.15
2012-09-18,27.85,18.9,42.83,3.94,4.392,6.66,25.07,31.18,1459.32,335.47
2012-09-19,27.83,18.86,45.55,3.94,4.338,6.67,25.07,31.05,1461.05,335.71
2012-09-20,27.5,18.91,45.2,3.77,4.28,6.61,24.95,31.45,1460.26,334.24
2012-09-21,27.53,18.88,46.08,3.81,4.33,6.68,25.0,31.19,1460.15,334.15
2012-09-24,27.57,18.67,45.87,3.78,4.27,6.59,24.67,30.78,1456.89,331.84
2012-09-25,27.73,19.0,46.42,3.89,4.312,6.64,24.05,30.39,1441.59,334.5
2012-09-26,27.34,18.65,46.21,3.76,4.192,6.29,23.76,30.16,1433.32,328.05
2012-09-27,27.26,18.94,45.99,3.69,4.195,6.35,24.33,30.16,1447.15,329.12
2012-09-28,26.9,18.16,46.39,3.51,4.045,6.15,23.83,29.76,1440.67,323.18
2012-10-01,27.05,18.43,47.13,3.57,4.119,6.41,23.55,29.49,1444.49,327.52
2012-10-02,26.98,18.27,47.85,3.55,4.126,6.35,23.62,29.66,1445.75,327.24
2012-10-03,26.96,18.27,47.97,3.61,4.112,6.38,23.98,29.86,1450.99,327.98
2012-10-04,26.7,18.39,48.48,3.6,4.135,6.4,23.81,30.03,1461.4,327.66
2012-10-05,26.89,18.69,49.52,3.66,4.228,6.62,23.31,29.85,1460.93,332.53
2012-10-08,26.84,18.7,49.27,3.59,4.135,6.47,22.79,29.78,1455.88,329.57
2012-10-09,26.77,18.49,49.0,3.54,4.096,6.39,22.71,29.28,1441.48,327.71
2012-10-10,26.76,18.43,48.97,3.49,4.08,6.38,22.89,28.98,1432.56,326.8
2012-10-11,26.82,18.74,48.85,3.5,4.166,6.59,22.43,28.95,1432.84,329.55
2012-10-12,26.61,18.71,48.72,3.44,4.138,6.59,22.49,29.2,1428.59,327.95
2012-10-15,26.62,18.7,48.94,3.8,4.186,6.7,22.67,29.51,1440.13,329.45
2012-10-16,26.7,18.94,48.71,3.84,4.292,6.92,23.21,29.49,1454.92,333.71
2012-10-17,26.82,19.21,48.65,3.84,4.384,7.04,23.02,29.59,1460.91,335.69
2012-10-18,26.57,19.3,48.19,3.87,4.4,7.13,22.59,29.5,1457.34,335.32
2012-10-19,26.5,19.01,47.89,4.05,4.346,6.98,21.78,28.64,1433.19,334.17
2012-10-22,26.39,20.11,47.85,4.04,4.34,7.0,22.64,28.0,1433.82,334.46
2012-10-23,25.98,19.6,47.67,3.99,4.202,6.71,21.91,28.05,1413.11,326.75
2012-10-24,26.21,19.49,46.84,3.97,4.182,6.79,22.03,27.9,1408.75,328.49
2012-10-25,26.02,19.43,47.69,3.99,4.219,6.76,21.77,27.88,1412.97,329.25
2012-10-26,26.2,19.15,47.58,3.93,4.21,6.74,21.57,28.21,1411.94,329.45
2012-10-29,26.14,19.2,47.48,3.85,4.158,6.66,,,,328.39
2012-10-30,26.54,19.32,47.48,3.95,4.256,6.84,,,,332.35
2012-10-31,26.45,19.29,47.56,3.85,4.308,6.82,21.26,28.54,1412.16,330.76
2012-11-01,27.12,19.75,48.22,3.93,4.379,6.98,21.3,29.52,1427.59,335.43
2012-11-02,27.23,20.21,48.7,3.84,4.381,6.99,20.6,29.5,1414.2,337.6
2012-11-05,27.09,20.04,48.6,3.86,4.345,6.89,20.88,29.63,1417.26,335.08
2012-11-06,27.05,20.14,48.77,3.83,4.396,6.88,20.82,29.86,1428.39,337.37
2012-11-07,26.9,19.84,48.88,3.75,4.32,6.76,19.93,29.08,1394.53,332.87
2012-11-08,26.82,19.89,48.97,3.73,4.406,6.82,19.21,28.81,1377.51,332.42
2012-11-09,26.76,20.06,49.25,3.71,4.252,6.71,19.54,28.83,1379.85,331.93
2012-11-12,26.75,19.92,49.78,3.71,4.26,6.74,19.39,28.22,1380.03,332.33
2012-11-13,26.97,20.14,49.77,3.67,4.278,6.79,19.39,27.09,1374.53,334.04
2012-11-14,26.16,19.96,49.3,3.62,4.248,6.73,19.17,26.84,1355.49,330.67
2012-11-15,25.77,19.7,48.47,3.57,4.166,6.72,18.77,26.66,1353.33,324.76
2012-11-16,25.36,19.47,48.39,3.47,4.075,6.51,18.85,26.52,1359.88,319.84
2012-11-19,25.79,19.6,48.83,3.51,4.227,6.76,20.2,26.73,1386.89,324.74
2012-11-20,25.71,19.96,49.34,3.49,4.242,6.83,20.03,26.71,1387.81,326.02
2012-11-21,25.77,19.88,49.03,3.48,4.253,6.84,20.06,26.95,1391.03,326.41
2012-11-22,25.64,20.02,49.09,3.56,4.332,6.86,,,,327.7
2012-11-23,25.77,20.09,49.67,3.57,4.388,6.94,20.41,27.7,1409.15,331.5
2012-11-26,25.72,19.91,49.58,3.57,4.341,6.87,21.05,27.39,1406.29,330.9
2012-11-27,25.68,20.16,50.6,3.56,4.352,6.84,20.88,27.08,1398.94,332.92
2012-11-28,25.72,20.2,51.42,3.66,4.369,6.81,20.82,27.36,1409.93,334.28
2012-11-29,25.79,19.97,51.43,3.73,4.445,6.93,21.05,26.95,1415.95,338.1
2012-11-30,25.77,19.86,50.71,3.7,4.423,6.91,20.9,26.61,1416.18,336.55
2012-12-03,25.65,19.94,50.75,3.73,4.433,6.92,20.94,26.43,1409.46,337.28
2012-12-04,25.62,20.09,50.81,3.79,4.47,7.03,20.57,26.37,1407.05,337.62
2012-12-05,25.68,19.91,50.98,3.84,4.466,7.13,19.24,26.67,1409.28,338.85
2012-12-06,25.89,20.07,51.07,3.86,4.593,7.19,19.54,26.73,1413.94,341.29
2012-12-07,25.94,20.14,51.0,3.83,4.614,7.2,19.04,26.45,1418.07,342.61
2012-12-10,26.12,20.18,51.22,3.79,4.559,7.11,18.92,26.94,1418.55,342.91
2012-12-11,26.16,20.33,50.72,3.84,4.594,7.17,19.34,27.32,1427.84,344.12
2012-12-12,26.39,20.26,50.51,4.06,4.618,7.2,19.25,27.24,1428.48,344.35
2012-12-13,26.31,20.07,50.3,3.93,4.668,7.23,18.92,27.11,1419.45,343.83
2012-12-14,26.16,20.09,49.71,4.03,4.663,7.23,18.21,26.81,1413.58,344.39
2012-12-17,26.21,20.0,49.26,3.97,4.663,7.25,18.53,27.09,1430.36,343.34
2012-12-18,26.3,19.93,49.04,3.87,4.749,7.12,19.07,27.56,1446.79,343.6
2012-12-19,26.26,20.05,49.95,3.91,4.82,7.2,18.8,27.31,1435.81,345.14
2012-12-20,26.32,20.16,49.7,3.91,4.892,7.18,18.63,27.68,1443.69,346.6
2012-12-21,26.23,20.02,49.65,3.82,4.829,7.02,18.55,27.45,1430.15,344.12
2012-12-24,26.23,19.95,49.9,3.8,4.806,7.01,18.58,27.06,1426.66,344.52
2012-12-26,,,,,,,18.32,26.86,1419.83,
2012-12-27,26.15,20.1,50.05,3.82,4.817,7.11,18.39,26.96,1418.1,344.71
2012-12-28,26.05,19.83,50.23,3.81,4.777,6.99,18.2,26.55,1402.43,342.0
2012-12-31,25.98,19.89,50.47,3.8,4.803,7.06,19.01,26.71,1426.19,342.71
2013-01-02,26.18,20.55,51.54,3.91,4.936,7.28,19.61,27.62,1462.42,350.21
2013-01-03,26.38,20.49,51.73,3.98,4.995,7.3,19.36,27.25,1459.37,350.74
2013-01-04,26.49,20.26,51.63,3.97,5.062,7.39,18.82,26.74,1466.47,351.73
2013-01-07,26.3,20.49,51.38,3.96,5.115,7.59,18.71,26.69,1461.89,351.24
2013-01-08,26.2,20.38,51.58,3.91,5.012,7.47,18.76,26.55,1457.15,349.11
2013-01-09,26.28,20.4,51.5,3.95,5.059,7.66,18.47,26.7,1461.02,350.0
2013-01-10,26.11,21.0,49.9,3.97,5.021,7.75,18.7,26.46,1472.12,350.69
2013-01-11,26.02,20.91,49.6,3.98,5.04,7.77,18.58,26.83,1472.05,350.13
2013-01-14,25.91,20.89,49.0,3.87,5.054,7.82,17.92,26.89,1470.68,347.34
2013-01-15,26.06,20.93,49.63,3.83,5.016,7.72,17.35,27.21,1472.34,347.86
2013-01-16,26.07,21.0,50.59,3.83,4.95,7.67,18.07,27.04,1472.63,348.84
2013-01-17,26.16,21.5,50.66,3.85,4.966,7.6,17.95,27.25,1480.94,351.19
2013-01-18,26.32,21.2,50.81,3.93,4.978,7.43,17.86,27.25,1485.98,350.89
2013-01-21,26.27,21.39,50.84,3.99,5.002,7.55,,,,353.07
2013-01-22,26.36,21.67,50.67,4.3,4.951,7.52,18.03,27.15,1492.56,353.45
2013-01-23,26.36,21.75,51.41,4.16,4.844,7.26,18.36,27.61,1494.81,353.01
2013-01-24,26.34,22.14,51.07,4.08,4.908,7.34,16.09,27.63,1494.82,354.13
2013-01-25,26.52,22.09,51.6,4.07,4.939,7.36,15.71,27.88,1502.96,355.74
2013-01-28,26.61,21.93,51.86,4.08,4.982,7.49,16.07,27.91,1500.18,356.68
2013-01-29,26.98,22.43,51.86,3.98,4.966,7.46,16.37,28.01,1507.84,358.08
2013-01-30,26.84,23.12,52.56,3.91,4.95,7.46,16.32,27.85,1501.96,357.54
2013-01-31,26.11,23.01,51.79,3.82,4.928,7.45,16.27,27.45,1498.11,354.35
2013-02-01,25.84,23.3,53.09,3.89,4.918,7.28,16.2,27.93,1513.17,355.55
2013-02-04,25.57,22.89,53.02,3.7,4.7,7.02,15.8,27.44,1495.71,349.69
2013-02-05,25.45,22.73,53.18,3.76,4.784,6.99,16.35,27.5,1511.29,348.43
2013-02-06,25.4,22.84,53.71,3.65,4.694,6.85,16.33,27.34,1512.12,345.86
2013-02-07,25.12,22.75,52.9,3.73,4.667,6.8,16.72,27.28,1509.39,343.7
2013-02-08,25.14,22.78,52.53,3.8,4.746,6.83,16.96,27.55,1517.93,345.13
2013-02-11,25.08,22.75,52.38,3.77,4.788,6.87,17.14,27.86,1517.01,344.99
2013-02-12,25.12,22.78,51.95,3.57,4.875,6.93,16.71,27.88,1519.43,346.2
2013-02-13,24.79,22.97,54.93,3.64,4.886,6.65,16.68,28.03,1520.33,345.83
2013-02-14,24.75,22.62,54.54,3.57,4.921,6.68,16.66,28.04,1521.38,345.84
2013-02-15,24.5,21.94,54.49,3.51,5.174,6.56,16.43,28.01,1519.79,343.45
2013-02-18,24.5,21.8,53.76,3.51,5.113,6.62,,,,343.23
2013-02-19,24.8,21.93,54.77,3.54,5.132,6.7,16.43,28.05,1530.94,347.63
2013-02-20,24.73,21.66,55.59,3.52,4.979,6.49,16.03,27.87,1511.95,343.61
2013-02-21,24.7,21.3,54.74,3.32,4.771,6.18,15.93,27.49,1502.42,336.38
2013-02-22,24.96,21.69,54.9,3.37,4.756,6.3,16.1,27.76,1515.6,339.87
2013-02-25,24.89,21.81,55.23,3.33,4.695,6.34,15.81,27.37,1487.85,340.26
2013-02-26,24.79,21.23,55.4,3.36,4.516,6.01,16.03,27.37,1496.94,335.29
2013-02-27,24.91,21.59,55.54,3.3,4.54,6.06,15.88,27.81,1515.99,337.37
2013-02-28,25.18,21.72,57.19,3.23,4.582,6.16,15.76,27.8,1514.68,340.53
2013-03-01,25.34,21.56,57.32,3.15,4.508,6.01,15.37,27.95,1518.2,339.73
2013-03-04,25.3,21.59,57.14,3.11,4.462,5.97,15.0,28.15,1525.2,339.58
2013-03-05,25.57,22.5,56.88,3.18,4.632,6.2,15.4,28.35,1539.79,346.5
2013-03-06,25.51,22.68,56.32,3.36,4.736,6.31,15.2,28.09,1541.46,347.36
2013-03-07,25.5,22.57,57.06,3.36,4.74,6.31,15.38,28.14,1544.26,347.87
2013-03-08,25.46,23.08,57.29,3.38,4.841,6.53,15.42,28.0,1551.18,352.43
2013-03-11,25.41,22.7,57.66,3.37,4.781,6.47,15.64,27.87,1556.22,351.56
2013-03-12,25.35,22.76,57.76,3.39,4.841,6.51,15.3,27.91,1552.48,352.06
2013-03-13,25.45,22.86,58.01,3.34,4.882,6.39,15.3,27.91,1554.52,352.02
2013-03-14,25.71,23.2,58.42,3.35,5.008,6.53,15.45,28.14,1563.23,355.85
2013-03-15,25.38,23.05,58.53,3.33,4.929,6.42,15.84,28.04,1560.7,353.58
2013-03-18,25.32,23.0,58.76,3.35,4.88,6.19,16.28,28.1,1552.1,353.01
2013-03-19,25.4,23.47,58.9,3.29,4.807,6.06,16.23,28.18,1548.34,352.05
2013-03-20,25.41,23.67,59.04,3.32,4.865,6.13,16.15,28.32,1558.71,354.37
2013-03-21,25.32,23.4,57.98,3.32,4.801,6.09,16.17,28.11,1545.8,352.41
2013-03-22,25.32,23.54,58.73,3.29,4.754,5.87,16.5,28.25,1556.89,350.74
2013-03-25,25.18,23.52,59.03,3.19,4.589,5.75,16.56,28.16,1551.69,348.72
2013-03-26,25.43,23.32,60.02,3.15,4.767,5.71,16.47,28.16,1563.77,349.27
2013-03-27,25.41,23.06,59.2,3.12,4.68,5.61,16.15,28.37,1562.85,346.16
2013-03-28,25.19,23.09,58.8,3.11,4.691,5.54,15.81,28.61,1569.19,348.1
2013-04-01,,,,,,,15.32,28.61,1562.17,
2013-04-02,25.32,23.45,58.91,3.12,4.856,5.82,15.35,28.8,1570.25,352.5
2013-04-03,25.21,23.21,59.36,3.2,4.773,5.56,15.43,28.56,1553.69,349.6
2013-04-04,24.95,23.0,58.44,3.19,4.689,5.72,15.28,28.59,1559.98,346.53
2013-04-05,24.55,22.6,56.86,3.16,4.56,5.65,15.11,28.7,1553.28,340.71
2013-04-08,24.41,22.39,57.48,3.16,4.558,5.61,15.22,28.59,1563.07,340.91
2013-04-09,24.51,22.52,55.98,3.18,4.568,5.7,15.25,29.61,1568.61,341.35
2013-04-10,24.7,23.07,57.02,3.25,4.758,6.02,15.56,30.28,1587.73,348.53
2013-04-11,24.91,23.48,56.99,3.37,4.788,6.07,15.51,28.93,1593.37,351.28
2013-04-12,24.92,22.85,56.74,3.39,4.666,5.91,15.35,28.79,1588.85,348.65
2013-04-15,24.71,22.71,56.94,3.36,4.648,5.88,14.99,28.69,1552.36,346.3
2013-04-16,24.68,22.6,56.28,3.37,4.661,6.01,15.22,28.97,1574.57,345.79
2013-04-17,24.46,21.88,55.57,3.27,4.528,5.85,14.39,28.82,1552.01,340.84
2013-04-18,24.43,21.87,56.04,3.23,4.423,5.76,14.0,28.79,1541.61,340.72
2013-04-19,24.43,21.66,56.11,3.26,4.514,5.87,13.95,29.77,1555.25,341.68
2013-04-22,24.61,20.54,56.12,3.16,4.487,5.87,14.24,30.83,1562.5,340.07
2013-04-23,25.16,20.89,57.71,3.31,4.735,6.13,14.5,30.6,1578.78,349.15
2013-04-24,25.6,21.27,54.77,3.39,4.809,6.26,14.48,31.76,1578.79,352.94
2013-04-25,25.85,21.48,54.91,3.44,4.923,6.28,14.58,31.94,1585.16,354.04
2013-04-26,25.7,21.33,53.72,3.36,4.936,6.25,14.9,31.79,1582.24,351.5
2013-04-29,25.8,21.28,53.52,3.45,5.001,6.32,15.36,32.61,1593.61,354.15
2013-04-30,25.84,20.97,53.62,3.42,5.011,6.23,15.81,33.1,1597.57,351.39
2013-05-01,,,,,,,15.69,32.72,1582.7,
2013-05-02,26.2,21.31,54.39,3.44,5.049,6.27,15.91,33.16,1597.59,354.8
2013-05-03,26.38,21.68,53.96,3.48,5.155,6.36,16.07,33.49,1614.42,357.61
2013-05-06,26.26,21.46,54.35,3.56,5.181,6.42,16.45,33.75,1617.5,357.44
2013-05-07,26.24,20.45,53.82,3.54,5.195,6.59,16.38,33.31,1625.96,356.48
2013-05-08,26.48,20.63,54.93,3.52,4.991,6.79,16.57,32.99,1632.69,357.93
2013-05-09,26.55,20.8,55.44,3.58,4.996,6.87,16.31,32.66,1626.67,359.15
2013-05-10,26.57,21.59,55.57,3.63,4.941,6.8,16.18,32.69,1633.7,361.17
2013-05-13,26.59,21.68,56.01,3.63,4.953,6.71,16.24,33.03,1633.77,361.12
2013-05-14,26.8,22.1,56.96,3.6,4.994,6.72,15.85,33.53,1650.34,363.69
2013-05-15,26.34,22.4,57.7,3.66,5.008,6.89,15.32,33.84,1658.78,366.07
2013-05-16,26.2,22.52,57.49,3.72,5.002,6.84,15.52,34.08,1650.47,365.37
2013-05-17,26.39,22.27,57.15,3.75,4.992,7.11,15.47,34.87,1667.47,368.08
2013-05-20,26.33,22.16,56.87,3.89,5.044,7.34,15.82,35.08,1666.29,369.97
2013-05-21,26.54,22.36,56.58,3.96,4.953,7.2,15.7,34.85,1669.16,370.44
2013-05-22,26.41,22.9,56.67,3.94,5.027,7.32,15.76,34.61,1655.35,372.11
2013-05-23,26.18,22.44,55.8,3.84,4.949,6.97,15.79,34.15,1650.51,365.22
2013-05-24,25.95,22.52,55.6,3.98,4.922,7.0,15.9,34.27,1649.6,364.63
2013-05-27,26.02,22.64,55.23,3.99,4.933,7.11,,,,366.56
2013-05-28,26.34,22.82,56.06,4.03,5.069,7.21,15.77,35.02,1660.06,371.5
2013-05-29,26.0,22.41,54.7,4.06,5.149,7.14,15.89,34.88,1648.36,366.25
2013-05-30,25.93,22.33,54.71,4.07,5.38,7.31,16.13,35.03,1654.41,367.69
2013-05-31,25.77,21.89,53.79,4.06,5.26,7.23,16.06,34.9,1630.74,363.38
2013-06-03,25.54,21.79,53.39,3.97,5.253,7.13,16.1,35.59,1640.42,361.07
2013-06-04,25.43,21.81,53.87,4.01,5.297,7.16,16.05,34.99,1631.38,360.42
2013-06-05,25.09,21.51,52.5,3.91,5.145,6.97,15.9,34.78,1608.9,353.06
2013-06-06,24.81,21.43,52.68,3.85,5.028,6.77,15.66,34.96,1622.56,349.58
2013-06-07,24.8,21.62,52.87,3.96,5.171,6.97,15.78,35.67,1643.38,352.69
2013-06-10,24.89,21.56,52.27,4.09,5.23,6.99,15.67,35.47,1642.81,352.86
2013-06-11,24.96,21.25,51.68,4.0,5.162,6.97,15.63,34.84,1626.13,350.3
2013-06-12,24.8,21.23,52.14,3.95,5.01,6.84,15.44,35.0,1612.52,347.68
2013-06-13,24.78,21.23,51.67,3.95,4.99,6.88,15.57,34.72,1636.36,347.23
2013-06-14,24.59,21.2,51.14,3.95,5.094,6.92,15.36,34.4,1626.73,347.98
2013-06-17,24.76,21.71,51.15,3.97,5.192,7.01,15.43,35.0,1639.04,350.81
2013-06-18,24.69,21.75,51.53,3.97,5.254,7.09,15.42,34.98,1651.81,351.09
2013-06-19,24.62,21.56,51.55,3.97,5.063,7.18,15.11,34.59,1628.93,351.08
2013-06-20,24.38,21.3,49.3,3.93,5.089,6.91,14.89,33.49,1588.19,341.88
2013-06-21,24.24,20.95,49.42,3.83,5.04,6.72,14.77,33.27,1592.43,337.64
2013-06-24,24.12,20.36,48.66,3.67,5.1,6.63,14.38,33.72,1573.09,332.25
2013-06-25,24.1,20.47,49.16,3.83,5.071,6.79,14.38,33.67,1588.03,335.4
2013-06-26,24.35,20.91,49.11,3.75,5.124,6.91,14.22,34.35,1603.26,340.82
2013-06-27,24.6,21.2,49.7,3.76,5.149,6.99,14.06,34.62,1613.2,344.75
2013-06-28,24.55,20.95,48.95,3.79,5.139,7.0,14.16,34.55,1606.28,344.59
2013-07-01,24.57,21.24,49.73,4.05,5.31,7.14,14.61,34.36,1614.96,347.37
2013-07-02,24.54,21.21,49.41,4.01,5.355,7.14,14.95,33.94,1614.08,347.8
2013-07-03,24.35,20.89,49.65,3.96,5.37,6.98,15.03,34.01,1615.41,345.82
2013-07-04,24.58,21.73,50.75,4.02,5.483,7.27,,,,354.51
2013-07-05,24.46,21.5,50.25,4.0,5.533,7.25,14.91,34.21,1631.89,352.53
2013-07-08,24.73,21.8,51.14,3.96,5.648,7.41,14.82,34.33,1640.46,357.15
2013-07-09,25.09,22.12,51.65,4.0,5.697,7.44,15.08,34.35,1652.32,360.11
2013-07-10,25.36,21.97,51.71,4.0,5.735,7.48,15.03,34.7,1652.62,362.04
2013-07-11,25.54,22.18,52.18,4.03,5.5,7.36,15.26,35.69,1675.02,364.05
2013-07-12,25.59,22.37,51.15,3.98,5.553,7.39,15.23,35.67,1680.19,364.95
2013-07-15,25.62,22.61,52.44,3.97,5.601,7.38,15.27,36.17,1682.5,366.77
2013-07-16,25.51,22.73,52.04,3.97,5.509,7.21,15.36,36.27,1676.26,364.12
2013-07-17,25.71,22.98,52.76,3.98,5.516,7.26,15.37,35.74,1680.91,366.06
2013-07-18,25.91,23.18,52.56,4.02,5.701,7.49,15.42,35.44,1689.37,368.76
2013-07-19,25.9,23.41,52.21,4.02,5.702,7.49,15.18,31.4,1692.09,369.76
2013-07-22,25.98,23.91,52.39,4.07,5.73,7.58,15.23,32.01,1695.53,370.39
2013-07-23,25.8,23.5,51.94,4.09,5.833,7.64,14.96,31.82,1692.39,368.72
2013-07-24,25.98,24.39,51.88,4.06,5.862,7.73,15.73,31.96,1685.94,371.96
2013-07-25,25.86,24.41,50.81,4.21,5.857,7.64,15.66,31.39,1690.25,370.36
2013-07-26,25.73,24.2,50.69,4.29,5.814,7.6,15.75,31.62,1691.65,368.31
2013-07-29,25.59,24.14,50.88,4.3,5.77,7.65,15.99,31.54,1685.33,368.33
2013-07-30,25.46,23.94,51.66,4.36,5.82,7.66,16.19,31.85,1685.96,368.99
2013-07-31,25.59,24.06,52.8,4.38,5.795,7.68,16.16,31.84,1685.73,369.81
2013-08-01,24.43,24.58,53.8,4.5,5.936,7.99,16.31,31.67,1706.87,372.39
2013-08-02,24.23,24.2,53.9,4.53,5.973,7.93,16.52,31.89,1709.67,371.34
2013-08-05,24.26,24.45,54.25,4.55,6.0,7.95,16.77,31.7,1707.14,372.52
2013-08-06,24.23,24.23,55.39,4.47,5.988,7.86,16.62,31.58,1697.37,371.38
2013-08-07,24.07,23.98,54.85,4.43,5.948,8.26,16.61,32.06,1690.91,369.61
2013-08-08,24.05,24.05,54.58,4.49,5.77,8.47,16.46,32.89,1697.48,372.14
2013-08-09,24.31,24.34,54.92,4.53,5.811,8.58,16.23,32.7,1691.42,375.4
2013-08-12,24.14,24.46,55.04,4.54,5.81,8.71,16.69,32.87,1689.47,375.61
2013-08-13,24.42,24.3,55.85,4.52,5.869,8.6,17.48,32.23,1694.16,377.64
2013-08-14,24.15,24.46,56.04,4.49,5.909,8.78,17.8,32.35,1685.39,379.62
2013-08-15,23.89,24.12,55.7,4.49,5.781,8.75,17.78,31.79,1661.32,375.58
