Date,France_bond,US_bond,Commodities,Europe_equity,AEX,Bist,Nasdaq,Emerging_equity,loss
2011-01-27 00:00:00,-0.002882923,0.002351381,-0.005722766,0.001307488,0.006277724,-0.023228189,0.005743649,-0.003433665,0.0024066656497687827
2011-01-28 00:00:00,0.002082945,-0.00593517,0.012756225,-0.00860601,-0.00873893,-0.028497869,-0.03106985,-0.011833516,0.009839504555895412
2011-01-31 00:00:00,0.000586714,0.007223531,0.019420784,-0.001326469,-0.001135887,0.005572143,0.012802769,-0.004586938,-0.004860333717261758
2011-02-01 00:00:00,-0.00304398,0.004104474,-0.001292121,0.015130287,0.017476292,0.026357728,0.024423236,0.010348522,-0.011811480007210273
2011-02-02 00:00:00,-0.000963185,-0.002614552,0.006271162,0.002098732,0.000762505,0.004655262,-0.00160817,0.001804332,-0.0013057422511489475
2011-02-03 00:00:00,0.002619832,-0.009164523,-0.007156735,0.001198377,-0.006828016,-0.017645158,-0.007543248,0.001922201,0.005289681572715574
2011-02-04 00:00:00,-0.003316043,-0.006591564,-0.006188876,0.002580297,0.001697687,0.024505826,0.000443865,-0.002493281,-0.0013743631071237716
2011-02-07 00:00:00,0.001017376,-0.001295627,-0.003621711,0.009786518,0.011803868,-0.011884113,0.003300959,-0.002403312,-0.0008635659072541019
2011-02-08 00:00:00,-0.001714072,0.007743247,2.69086e-05,-0.000632589,0.00340094,-0.001179029,0.014223598,-0.001116888,-0.0026115731696185474
2011-02-09 00:00:00,-0.003114264,0.004435121,0.003329519,-0.003714288,-0.005214163,-0.000704126,-0.002784024,-0.017340397,0.003114040043333849
2011-02-10 00:00:00,0.000430131,-0.00599498,0.003840972,-0.001690162,0.003865945,-0.008667131,-0.003238183,-0.014992263,0.003282104440819625
2011-02-11 00:00:00,0.002523288,-0.007089438,-0.007283157,0.004242422,-0.002593661,0.0047835,-0.001834314,-0.003145047,0.0012889048347604348
2011-02-14 00:00:00,-0.001341382,-0.002177856,0.001102809,0.003511752,0.001405799,-0.004546309,-0.000656959,0.01645198,-0.0017384358781148829
2011-02-15 00:00:00,5.36898e-05,0.002345265,-0.007195963,0.001513982,0.000918067,0.007285688,-0.003081362,-0.003702107,0.00022429965637375815
2011-02-16 00:00:00,0.002413064,0.004026613,0.007394745,0.004572536,0.002641457,0.010234909,0.01145477,0.007681691,-0.006327522456106627
2011-02-17 00:00:00,0.004008878,0.008401213,0.010430922,0.001718537,0.004029664,0.003762715,0.006914921,0.003258329,-0.005333647384564322
2011-02-18 00:00:00,-0.003205816,0.004654052,0.000389069,-0.000154769,0.003212112,0.000190874,0.005307967,0.009253601,-0.0024656749328085814
2011-02-22 00:00:00,0.001704122,0.003480875,0.008396404,-0.006045574,-0.005650643,-0.009716977,-0.027738762,-0.018654599,0.006693368809996714
2011-02-23 00:00:00,0.000797809,0.005529384,0.010909867,-0.010408421,-0.009781154,-0.035444177,-0.00512678,-0.002983609,0.005711462861584665
2011-02-24 00:00:00,0.000159485,0.002138364,-0.006595736,-0.005855919,-0.00414278,-0.03115907,0.008073904,-0.007579978,0.005546283121575485
2011-02-25 00:00:00,-0.000638094,-0.00054652,0.015166927,0.012190922,0.008323054,0.009932276,0.012951422,0.011740629,-0.008693603607978398
2011-02-28 00:00:00,-0.001170898,0.004482196,0.003983324,0.008100374,0.00641398,-0.005510125,0.003052019,0.005464155,-0.003115249432504519
2011-03-01 00:00:00,-0.000959028,0.002225879,0.007851677,-0.006449431,-0.003201807,-0.049156799,-0.014805963,0.004176638,0.00736908421087254
2011-03-02 00:00:00,-0.001600427,0.001120927,0.010737645,-0.006536786,-0.008433415,0.004164674,0.007932585,0.001444013,-0.0011233791723377073
2011-03-03 00:00:00,-0.006266255,0.000800647,0.004528829,0.003504195,0.00748173,0.026250357,0.023878766,0.013982834,-0.009369833022794358
2011-03-04 00:00:00,0.001717752,0.006864717,0.006051854,-0.006070109,0.000951685,0.0119475,-0.002462067,0.008802746,-0.0034974877104217567
2011-03-07 00:00:00,0.000268132,-0.000310162,0.000457368,-0.004441354,-0.005095239,-0.000369853,-0.014619551,-0.007765127,0.003964538068432333
2011-03-08 00:00:00,-0.001717291,-0.005814318,-0.005542314,0.003893917,0.000819207,0.021596745,0.002718725,0.006977881,-0.002904644010978258
2011-03-09 00:00:00,0.001127305,0.001749688,-0.002239729,-0.001994595,-0.000354899,0.030309223,-0.005524282,-0.001974718,-0.002698237142929133
2011-03-10 00:00:00,0.003053437,-0.003569631,-0.016356275,-0.011828198,-0.011285242,0.009169725,-0.024583221,-0.014915931,0.008698197770755381
2011-03-11 00:00:00,0.003790411,0.002379117,-0.008529187,-0.008596308,-0.008513544,0.009649475,0.008348807,-0.006306794,0.0009446558229482538
2011-03-14 00:00:00,-0.000319761,0.009291084,-0.003677939,-0.010830699,-0.007688152,0.011211556,0.002568829,0.005976639,-0.0008442327117466342
2011-03-15 00:00:00,0.005369069,-0.005930553,-0.035773204,-0.022936493,-0.023368168,-0.009078805,-0.013034016,-0.021828318,0.015627757414092086
2011-03-16 00:00:00,0.003809932,-0.00676035,0.003033976,-0.015256333,-0.014147653,-0.017171816,-0.022416808,0.003461961,0.008099379568471093
2011-03-17 00:00:00,-0.006517443,0.006515576,0.029078819,0.018533287,0.017503257,-0.00225613,0.014407627,-0.004520106,-0.009207273674290264
2011-03-18 00:00:00,-0.002288513,0.008743526,0.004604361,0.001898605,0.00328725,0.005609461,0.011408692,0.006776982,-0.005025406402256752
2011-03-21 00:00:00,-0.002560821,0.002653049,0.004811689,0.017289073,0.017791217,0.009770555,0.02118593,0.010245503,-0.010230085442628309
2011-03-22 00:00:00,-0.000908532,0.002397812,0.011465003,-0.001755706,-0.000897535,0.02324636,-0.001085951,0.009190171,-0.005254760119859966
2011-03-23 00:00:00,0.000748263,-0.005641043,0.002047288,0.005148148,0.009383929,-0.013777577,-0.000849038,0.003201266,-5.4612728513647735e-05
2011-03-24 00:00:00,-0.001764659,0.004417463,0.004896908,0.009689651,0.010095158,0.008797018,0.019395038,0.009787655,-0.00821399530624474
2011-03-25 00:00:00,-0.000696025,-0.003764136,0.006866608,0.001070855,0.003461294,-0.001693562,-0.00152787,0.008120758,-0.00148888778486915
2011-03-28 00:00:00,-0.001769011,-0.002725643,-0.017361149,0.000837261,-0.000219377,-0.004931262,-0.007355484,-0.004680932,0.004750006052047742
2011-03-29 00:00:00,-0.0012348,-0.00166161,-0.002254703,0.001277797,0.003668816,-0.004947478,0.008559451,0.005370058,-0.0011066459783807547
2011-03-30 00:00:00,0.000214857,0.00505879,-0.003542067,0.007648044,0.005342189,0.011265148,0.00754715,0.01323975,-0.005877107352738803
2011-03-31 00:00:00,-0.000913463,0.006550315,0.017625817,-0.009538213,-0.006135072,0.006248755,0.007764101,0.009180478,-0.003889633140129134
2011-04-01 00:00:00,-0.001937151,0.002334199,0.004588133,0.015106272,0.010420917,0.019668852,0.005316151,0.017721313,-0.009221226074759337
2011-04-04 00:00:00,0.00139943,0.002737291,0.00387565,0.001091591,-0.001191675,0.033853469,0.000275015,0.001239325,-0.005484250935910248
2011-04-05 00:00:00,-0.001291712,-0.001966585,0.002703813,0.002316633,-0.000135558,-0.000296399,0.001349464,0.004117971,-0.0008520239959398379
2011-04-06 00:00:00,-0.001185537,0.006792428,0.001168913,0.002402404,0.001841387,0.02062497,0.01029926,0.004550176,-0.005850105561536437
2011-04-07 00:00:00,0.000646831,-0.001380044,0.001263799,-0.002577488,-0.006105605,0.010978661,-0.004529773,-0.000190408,0.00022492476023545926
2011-04-08 00:00:00,-0.00334647,0.01144277,0.013413122,0.003503456,-0.001225643,-0.020311275,0.004806424,0.003561066,-0.0015293523262741304
2011-04-11 00:00:00,0.000108126,0.001743309,-0.007417238,-0.002286115,-0.001281687,-0.002302447,-0.00203286,-0.004784597,0.002275621161540106
2011-04-12 00:00:00,0.003507734,0.003200119,-0.022233385,-0.017426694,-0.01567606,-0.001982536,-0.009618546,-0.0219931,0.01017556089176394
2011-04-13 00:00:00,-0.000646656,0.00332655,0.005358854,0.007438876,0.00550088,0.001699872,0.007597491,0.00775499,-0.0047693014827653035
2011-04-14 00:00:00,0.000862115,-0.002346082,-0.000264277,-0.004209852,-0.009082913,-0.002898756,-0.001369246,-0.000201253,0.0024314973531380096
2011-04-15 00:00:00,0.001614466,0.001574745,0.007447801,0.002841863,-0.001336185,0.007198917,0.000150722,0.000942292,-0.0025620416919700795
2011-04-18 00:00:00,0.00648535,-0.014867629,-0.011309892,-0.016704278,-0.017761278,-0.034061911,-0.026837234,-0.017721471,0.01640017908243495
2011-04-19 00:00:00,-0.000962104,0.008736042,0.006063362,0.004984624,0.001388454,0.011433611,0.011070794,0.003737554,-0.005832126603620549
2011-04-20 00:00:00,-0.001819837,0.013470038,0.013883445,0.01754749,0.018793277,0.002510208,0.034202771,0.024209257,-0.015526130018688494
2011-04-21 00:00:00,0.002033718,0.005015814,0.004970367,0.005261805,-0.00239257,0.007489466,0.011226981,0.010070908,-0.005482814559000154
2011-04-25 00:00:00,0.0,0.004659568,-0.00047361,-0.001568019,0.0,-0.005824089,0.004155248,0.001042642,-0.0002537586730555069
2011-04-26 00:00:00,0.001122125,0.005246621,-0.001734574,0.004582963,0.001502945,-0.006834014,0.010991696,-0.001394791,-0.0016994301791657535
2011-04-27 00:00:00,-0.002995135,0.001654746,-0.002194655,0.003701171,0.00044491,-0.01778638,0.010136842,0.000539783,0.0007843202990447939
2011-04-28 00:00:00,0.003955955,0.011092207,0.002366366,0.003039986,-0.000611794,0.005378657,0.009481629,-0.004895343,-0.00374455075000453
2011-04-29 00:00:00,0.00223833,0.003126707,0.011963777,0.00348122,0.001251024,0.011764195,0.002783485,0.004489286,-0.005158445685148921
2011-05-02 00:00:00,-0.001278432,0.004680447,-0.006399263,0.00093778,0.004490641,0.000695063,3.12899e-06,0.002103931,-0.000659813654863256
2011-05-03 00:00:00,-0.002080944,3.88776e-06,-0.006622827,-0.004848412,-0.003157943,-0.002451146,-0.007536679,-0.013265077,0.004974931725059389
2011-05-04 00:00:00,-0.002727785,-0.001749462,-0.01867631,-0.013656129,-0.012592153,-0.009575472,-0.005799447,-0.016425842,0.010081951112418705
2011-05-05 00:00:00,0.004488866,-0.018379346,-0.050401459,-0.002102873,-0.003067263,0.020648375,-0.02353756,-0.00825285,0.009830837370400178
2011-05-06 00:00:00,0.002077286,-0.005417078,-0.005005044,0.013556308,0.012045942,-0.016481039,-0.001501345,0.002862825,-0.0003090762228336874
2011-05-09 00:00:00,0.00440658,-0.01214204,0.012666364,-0.003184367,-0.008922518,-0.012965569,-0.007940682,0.002146927,0.0032011766356221105
2011-05-10 00:00:00,-0.000900973,0.002641403,0.013739075,0.009072495,0.014282357,-0.021225335,0.014000399,0.001992191,-0.004271025819621382
2011-05-11 00:00:00,-0.000848716,-0.004914697,-0.027112189,0.003634501,-0.00138581,-0.015280379,-0.015604119,-0.002626153,0.007939078040304443
2011-05-12 00:00:00,0.002385181,-0.004060609,-0.002362073,-0.00677755,-0.008439336,0.006743379,0.003492624,-0.011345924,0.0025248746497953667
2011-05-13 00:00:00,0.00058218,-0.005153622,0.001820847,-0.004521325,-0.007467971,-0.029744381,-0.018351824,-0.008810726,0.008868704278001086
2011-05-16 00:00:00,-0.002012606,0.006893662,-0.005541851,-0.000726524,-0.007240252,0.012499246,-0.010953692,-0.003593942,0.0013079642803905805
2011-05-17 00:00:00,0.001748021,-0.004681048,-0.003287014,-0.010227154,-0.01308549,-0.002718264,-0.00418776,-0.002450529,0.004839820498897099
2011-05-18 00:00:00,-0.001112023,0.004937499,0.024462691,0.003870308,0.00396087,-0.021324031,0.019448837,0.010404681,-0.005681138412484743
2011-05-19 00:00:00,-0.001113261,-0.000681363,-0.018633132,0.006432551,0.004971836,-0.007636336,0.001825831,-0.002830172,0.002177850721470642
2011-05-20 00:00:00,0.003177464,-0.005769382,0.008585525,-0.000734573,-0.007438399,0.0,-0.012874909,0.001529516,0.0016693210897258809
2011-05-23 00:00:00,0.002692929,-0.012316485,-0.014021908,-0.016475768,-0.016737032,-0.001979067,-0.027112382,-0.025577939,0.013798228060548964
2011-05-24 00:00:00,-0.002851562,0.006850709,0.009695403,0.002200221,0.002158566,0.018675154,0.001914466,0.010654029,-0.006201341909623209
2011-05-25 00:00:00,0.002693355,-0.00069138,0.014128048,0.007479833,0.004970122,-0.017154924,0.005172486,-0.003818284,-0.0016363502311732003
2011-05-26 00:00:00,0.004000216,0.001192379,-0.005961323,-0.000579847,-0.001276518,-0.008243805,0.006776921,0.010631968,-0.0008351315123056452
2011-05-27 00:00:00,0.001050034,0.014142874,0.009262055,0.006852702,0.004605158,-0.021370029,0.019023285,0.015408646,-0.006210135145083867
2011-05-31 00:00:00,-0.002364129,0.000796182,0.007533869,0.008626343,0.009315201,0.030116175,0.013650392,0.0097775,-0.00977044448403154
2011-06-01 00:00:00,0.002049235,0.005963396,-0.009950267,-0.009210666,-0.010037588,-0.003324792,-0.019774372,-0.000599584,0.0055653690464608635
2011-06-02 00:00:00,0.000944386,-0.006695105,0.000259085,-0.013857741,-0.015468045,-0.000947358,0.001140158,-0.00752417,0.005235252660261508
2011-06-03 00:00:00,-0.002467776,0.013112138,0.003137459,-0.003755359,-0.001175024,-0.004855542,-0.002458817,0.000717071,-0.0002964049680281994
2011-06-06 00:00:00,0.001155887,0.000425158,-0.006303899,-0.005383833,-0.003120302,0.007523825,-0.010024944,-0.006984179,0.0028211975560948205
2011-06-07 00:00:00,-0.004367853,-0.002607942,0.00128041,-0.001150238,-0.000737344,0.015005708,0.003384823,0.001819452,-0.0015952792657838027
2011-06-08 00:00:00,0.001370296,-0.007557169,0.00479459,-0.010192127,-0.009724643,-0.002663453,-0.015752602,-0.00698732,0.0058026594756525746
2011-06-09 00:00:00,0.001683945,-0.005508454,0.008822401,0.01051868,0.007095326,0.005715434,-9.91056e-05,0.000523483,-0.0036130696615672697
2011-06-10 00:00:00,0.00383092,-0.008976377,-0.009146277,-0.013287828,-0.012532416,0.000474195,-0.027137551,-0.01314899,0.009902239308545668
2011-06-13 00:00:00,0.00010475,0.000158522,-0.00893067,0.002399847,0.000598964,-0.011852264,-0.001320494,-0.00464847,0.00292066941499404
2011-06-14 00:00:00,-0.003567685,0.007637549,0.006762095,0.007578641,0.010393929,-0.020888859,0.021958916,0.008907773,-0.0049278988153457215
2011-06-15 00:00:00,0.001785433,-0.014318914,-0.022402532,-0.010719275,-0.010363962,-0.022308446,-0.035365343,-0.010385887,0.01533708442290134
2011-06-16 00:00:00,0.001153584,-0.005859549,-0.007813131,-0.004187081,-0.005072125,0.006375548,-0.007605117,-0.011979754,0.0043496378812063335
2011-06-17 00:00:00,-0.002255975,0.01228409,-0.001420429,0.001566283,0.002284072,0.009769408,0.009252517,-0.002861111,-0.0035996131977940188
2011-06-20 00:00:00,-0.000315192,-0.001820302,0.000400028,-0.004761819,-0.004422632,-0.018071985,0.004605751,-0.005528423,0.0037129385277230587
2011-06-21 00:00:00,-0.001945884,0.008298253,0.005326868,0.01434324,0.013477696,0.009549101,0.027169125,0.014564029,-0.011444050838850445
2011-06-22 00:00:00,0.001578034,0.00204202,-0.001582334,-0.005676413,-0.0058779,-0.011506908,-0.006469273,-0.000943752,0.0035389180100274392
2011-06-23 00:00:00,0.005346765,-0.016591791,-0.023758051,-0.013970273,-0.016899958,0.006401271,-0.010034562,-0.006460202,0.009400616019782884
2011-06-24 00:00:00,0.000156826,0.001976434,0.001670772,-0.001238331,0.000517208,0.007806822,-0.011060384,0.009795783,-0.001221127877561734
2011-06-27 00:00:00,-0.003036334,0.005244963,-0.003076439,0.000175857,-0.000699825,-0.006580639,0.019784959,-0.004408382,-0.0009569823386158527
2011-06-28 00:00:00,-0.001574142,0.003334652,0.016674508,0.004800111,0.004222251,0.007801583,0.021150755,0.008160907,-0.008128356927784866
2011-06-29 00:00:00,-0.002945046,0.00559654,0.012396517,0.01683244,0.016176441,0.007337308,0.008255158,0.012761161,-0.00961557876917328
2011-06-30 00:00:00,-0.001528528,0.007243329,-0.001735367,0.011339542,0.012949657,0.010110693,0.018543372,0.011394646,-0.008598063382547497
2011-07-01 00:00:00,0.00079091,0.000117811,-0.005071959,0.007358385,0.009289891,-7.74249e-05,0.014177442,0.00927177,-0.004510563192596018
2011-07-05 00:00:00,0.001526517,0.003174229,0.017288136,0.000551386,-0.001165144,0.000919948,0.003452802,0.000580508,-0.0033115357263920203
2011-07-06 00:00:00,0.002836285,-0.010145203,-0.004361878,-0.002713914,-0.004322974,-0.007627963,-0.00687678,-0.003026087,0.004512938230002261
2011-07-07 00:00:00,-0.001049538,-0.000834802,0.018209764,0.004259237,0.010309096,0.022901512,0.014937029,0.003037455,-0.009047606452380924
2011-07-08 00:00:00,0.007167364,-0.002030023,-0.009048285,-0.00763506,-0.007794795,-0.007903149,-0.011336414,-0.00226329,0.0050772421953107355
2011-07-11 00:00:00,0.005199409,-0.016671181,-0.008615527,-0.013579378,-0.018626045,-0.010726666,-0.035544618,-0.014388709,0.013964394494927854
2011-07-12 00:00:00,-0.002492343,-0.003282814,0.011906548,-0.00673762,-0.012090915,-0.009927644,-0.008843079,-0.020123308,0.006390856492208705
2011-07-13 00:00:00,-0.003854573,0.013399657,0.014997824,0.006800083,0.002586127,0.003667141,0.016239556,0.013274217,-0.008446873099267588
2011-07-14 00:00:00,0.000834681,0.000299055,-0.012368037,-0.008113714,-0.007596865,-0.006840987,-0.01126297,-0.000584926,0.0056761102906221494
2011-07-15 00:00:00,0.003955248,-0.003400812,0.003454829,-0.002482515,-0.002939622,-0.001733932,0.007937313,0.000606389,-0.0006821433672728749
2011-07-18 00:00:00,0.001349528,-0.009196158,-0.009314261,-0.017592494,-0.019367433,-0.011874092,-0.016975215,-0.012597821,0.011856117712261763
2011-07-19 00:00:00,-0.000622633,0.007910937,0.009088262,0.007998763,0.009240217,-0.005448748,0.03005158,0.002494124,-0.007666803542519016
2011-07-20 00:00:00,-0.003691864,0.001716772,-0.001354427,0.012870924,0.013641638,-0.01249753,-0.002099609,0.008933784,-0.002228192778185506
2011-07-21 00:00:00,-0.003705544,0.012189666,-0.002211414,0.010250401,0.018606973,-0.028451028,0.020037502,0.005997578,-0.004205746759118598
2011-07-22 00:00:00,0.003757637,0.002648894,0.008018297,0.005581641,0.005152118,-0.01789837,0.008154026,0.009278826,-0.0031250655022669604
2011-07-25 00:00:00,0.001509513,-0.00043144,-0.007089606,-0.00242601,-0.003935724,0.018025623,-0.006249644,-0.002941938,0.0004143740137601687
2011-07-26 00:00:00,0.002130258,0.010865351,0.009165768,-0.004230506,-0.001572674,0.021184449,0.00856662,0.006667957,-0.006647013048518349
2011-07-27 00:00:00,0.006724627,-0.010399696,-0.004902844,-0.011167346,-0.010868326,0.014987418,-0.035277601,-0.007895518,0.007228850227873965
2011-07-28 00:00:00,-0.002064304,-0.006042405,-0.007059163,0.000417588,-0.001622474,0.021063167,-0.004354211,-0.002071764,0.00018149418044882681
2011-07-29 00:00:00,0.003969998,0.008086637,-0.006714025,-0.007154548,-0.010094066,-0.00376842,0.002350833,-0.005538349,0.0023371628696529367
2011-08-01 00:00:00,0.002928711,-0.009372826,-0.004978403,-0.011827752,-0.014163388,-0.006771533,-0.017290962,0.007546778,0.00668742074101894
2011-08-02 00:00:00,0.001179336,0.001923968,0.005911515,-0.018400581,-0.014241839,-0.010968809,-0.02573505,-0.017176242,0.009585440229305978
2011-08-03 00:00:00,-0.002360065,0.00279038,-0.01409721,-0.019095531,-0.029525359,-0.016654438,0.01505223,-0.020641954,0.010418778344872315
2011-08-04 00:00:00,0.003691555,-0.011709522,-0.029775321,-0.035315201,-0.032183815,-0.032530654,-0.063463026,-0.028855752,0.028198923312485746
2011-08-05 00:00:00,0.00194284,-0.006282621,-0.009274118,-0.018325633,-0.015070613,-0.0529661,-0.009424689,-0.032773561,0.017484547897887143
2011-08-08 00:00:00,5.10764e-05,-0.010732769,-0.020285548,-0.041258511,-0.044823087,-0.08648065,-0.065643799,-0.043870382,0.038032768299865086
2011-08-09 00:00:00,-0.004094381,0.004720728,-0.005702705,0.013391371,0.012938254,0.012600585,0.051662064,-0.02427057,-0.007898110306039333
2011-08-10 00:00:00,0.007561473,0.000171631,0.012652807,-0.037912158,-0.034664654,-0.058489557,-0.045179067,0.01203828,0.01745660045510085
2011-08-11 00:00:00,0.001576606,0.00135535,0.019178852,0.024868989,0.019712884,0.033572201,0.048420397,0.005944675,-0.01963795458993603
2011-08-12 00:00:00,0.002030664,0.013065309,-0.00026238,0.036017478,0.031706653,0.003295393,0.006751478,0.004782177,-0.01233485288338007
2011-08-15 00:00:00,-0.000253608,0.017694519,0.013133909,0.001333575,0.006147622,0.015990135,0.033500985,0.022570333,-0.013916758999850662
2011-08-16 00:00:00,0.000304321,-0.001669571,-0.001164777,-0.000865296,-0.007484534,0.012864478,-0.014650821,0.006711885,0.0007139255478364054
2011-08-17 00:00:00,0.005007978,0.001753753,0.010746567,0.002558404,0.00390299,0.004063257,-0.003715183,0.003004189,-0.0034280730662576697
2011-08-18 00:00:00,0.008941638,-0.014806108,-0.023333381,-0.048349721,-0.045688905,-0.049874239,-0.061659002,-0.027536841,0.03203094912044967
2011-08-19 00:00:00,-0.001301106,0.004968311,0.009850438,-0.015976776,-0.019613051,0.02125261,-0.010217752,-0.026650563,0.0045845634320529904
2011-08-22 00:00:00,-0.000701297,-0.001788457,0.006218811,0.007768592,0.00806515,0.003732691,-0.00015664,-0.003253108,-0.0024977626166761413
2011-08-23 00:00:00,0.00025052,-0.00142641,0.008743905,0.007939977,0.007031026,-0.011979202,0.045293324,0.022934532,-0.01003266627943454
2011-08-24 00:00:00,-0.005576363,-0.006460455,-0.009771842,0.013779257,0.011644997,0.022741507,0.006792339,-0.010894177,-0.0028556800074995697
2011-08-25 00:00:00,0.001107699,-0.001233214,0.002835413,-0.012540558,-0.011034437,0.00312717,-0.021196588,-0.00278731,0.005168202742971584
2011-08-26 00:00:00,0.001609011,0.005561123,0.008000041,-0.0067296,-0.006809675,0.013872269,0.03033875,0.008181729,-0.006839173106410246
2011-08-29 00:00:00,0.0,0.002708077,0.006733109,0.011623146,0.016707103,0.011634462,0.035877466,0.020225837,-0.013333622299417286
2011-08-30 00:00:00,-0.000703624,-0.003397025,0.011945249,0.010662232,0.008426337,0.006290715,0.000267118,0.010955129,-0.0055870634822751675
2011-08-31 00:00:00,-0.006506795,0.000885817,0.003460139,0.029141372,0.032227767,0.011928249,-0.000711461,0.01950352,-0.011396616819466632
2011-09-01 00:00:00,0.00267846,-0.006906998,-0.00603945,0.006296779,0.003510024,-0.011164261,-0.021615631,0.006430522,0.0033030223563074723
2011-09-02 00:00:00,0.003979153,-0.004312259,-0.006927793,-0.024663423,-0.025949519,0.0,-0.031764404,-0.018287991,0.013323028772246698
2011-09-06 00:00:00,0.000150019,-0.00665094,0.006822048,-0.005583109,-0.00408933,0.030113787,-0.002624059,0.004054115,-0.002841439415029595
2011-09-07 00:00:00,0.001049502,0.005937887,0.012550397,0.031028831,0.027852738,-0.002831526,0.03411576,0.025975224,-0.01719836990346002
2011-09-08 00:00:00,0.004385972,-0.004488644,0.00162523,0.007232035,0.008291547,0.036185442,-0.01572546,-0.001434497,-0.004617501484100367
2011-09-09 00:00:00,0.007135808,-0.019787083,-0.019203972,-0.025800698,-0.026060953,-0.014015061,-0.044828705,-0.02042184,0.02007722588263408
2011-09-12 00:00:00,-0.001828651,-0.00418108,0.002863478,-0.025144484,-0.027986676,0.003059215,0.008649766,-0.017053111,0.007589846066240025
2011-09-13 00:00:00,-0.003121364,0.002424696,0.000767079,0.008919579,0.005830618,0.018344802,0.018038839,-0.007407527,-0.005527762999281635
2011-09-14 00:00:00,-0.005024511,0.003539698,-0.002964863,0.014965312,0.012913886,-0.019739735,0.018019462,-0.009700128,-0.0015790560654569546
2011-09-15 00:00:00,-0.003997807,0.013610074,-0.004884394,0.019928933,0.017968862,0.016126002,0.02406655,0.009505546,-0.011658374547445283
2011-09-16 00:00:00,0.007681602,-0.003694415,-0.009602959,0.006185869,0.011459374,0.013579622,0.000401889,0.012843975,-0.004899742026240134
2011-09-19 00:00:00,-0.000596451,-0.009828319,-0.0173286,-0.022350074,-0.025524449,0.00496304,-0.014344278,-0.026539412,0.013789530057285365
2011-09-20 00:00:00,-0.001542481,0.005932696,0.005522439,0.018833018,0.017720672,0.038044232,-0.004219913,-0.000834513,-0.010071104760207589
2011-09-21 00:00:00,0.001094909,0.001927585,-0.013380593,-0.016928105,-0.01390468,0.002357728,-0.018330013,-0.008331352,0.00811998465708752
2011-09-22 00:00:00,0.00446673,-0.022075776,-0.047967467,-0.047606765,-0.045415102,-0.054466058,-0.053516053,-0.068998312,0.040859168452611394
2011-09-23 00:00:00,0.000594059,0.001778862,-0.009982535,0.00633752,0.004847022,-0.02898632,0.016500962,-0.020531098,0.0035744904501125024
2011-09-26 00:00:00,-0.001684086,-0.001104346,0.004749046,0.018794069,0.019119415,0.005890862,0.013236452,-0.008316891,-0.006399921694514671
